Application_mode,Debtor,Tuition_fees_up_to_date,Gender,Scholarship_holder,Age_at_enrollment,Previous_qualification_grade,Admission_grade,Displaced,Curricular_units_1st_sem_enrolled,Curricular_units_1st_sem_approved,Curricular_units_1st_sem_grade,Curricular_units_2nd_sem_enrolled,Curricular_units_2nd_sem_approved,Curricular_units_2nd_sem_grade
17,0,1,1,1,18,137.0,121.3,1,8,7,15.07,8,7,15.07
42,0,1,1,0,18,144.0,119.5,0,5,1,10.0,5,1,12.0
39,0,1,1,0,24,130.0,115.2,0,5,4,12.0,5,5,12.666666666666666
18,0,1,1,0,22,140.0,130.2,1,6,4,13.0,6,4,12.6
17,0,1,1,0,18,130.0,130.0,1,6,4,11.0,6,3,11.25
16,0,1,0,0,18,130.0,126.9,1,6,6,13.571428571428571,6,5,12.166666666666666
1,0,1,1,0,21,152.0,168.5,1,6,5,14.6,6,5,14.2
39,1,1,0,0,38,133.1,130.0,0,7,3,11.833333333333334,7,2,10.0
18,0,1,0,1,19,140.0,122.8,0,7,7,12.625,8,8,12.5125
39,0,1,0,0,36,133.1,110.0,0,7,4,11.5,7,3,12.333333333333334
16,0,1,0,0,18,140.0,127.1,1,5,4,13.25,5,4,10.5
1,0,1,0,0,19,133.1,108.5,1,7,7,12.60625,8,6,11.9
53,1,0,0,0,21,140.0,138.2,0,10,8,13.75,9,5,13.2
1,0,1,0,0,19,133.1,96.0,1,7,6,13.598333333333334,8,6,11.933333333333332
1,0,1,0,1,18,135.0,124.5,0,6,5,11.142857142857142,6,6,12.285714285714286
7,0,1,0,0,45,120.0,120.0,1,11,11,12.7,10,10,12.96818181818182
17,0,1,0,0,20,140.0,132.3,1,5,1,10.0,5,1,11.0
17,1,1,0,0,18,128.0,120.7,1,6,6,11.666666666666666,6,4,11.5
1,0,1,0,1,18,141.0,132.6,0,6,6,14.0,6,6,13.142857142857142
7,0,1,0,0,25,140.0,140.0,0,5,0,0.0,5,0,0.0
1,0,1,0,0,19,139.0,124.5,1,8,7,12.04142857142857,8,7,12.04142857142857
1,0,1,0,1,18,142.0,142.0,1,0,0,0.0,0,0,0.0
7,0,1,0,0,39,130.0,130.0,0,13,13,13.76923076923077,12,12,14.583333333333334
39,0,1,0,0,29,130.0,144.0,0,18,18,15.444444444444445,13,13,15.307692307692308
17,0,1,0,0,18,125.0,128.5,1,7,6,11.5,7,7,12.714285714285714
7,0,0,0,0,23,140.0,140.0,0,3,2,10.0,6,0,0.0
42,0,1,0,0,21,120.0,113.9,1,6,4,12.25,6,3,10.333333333333334
1,0,0,0,0,18,147.0,137.2,0,6,6,14.5,6,6,15.166666666666666
7,0,1,0,0,23,140.0,140.0,1,6,6,15.571428571428571,6,6,16.375
1,0,1,0,0,18,161.0,152.3,0,6,6,15.571428571428571,6,6,14.714285714285714
39,0,1,0,0,32,133.1,112.5,0,6,5,13.8,6,6,12.166666666666666
39,1,0,0,0,29,150.0,101.0,0,5,3,10.666666666666666,5,2,14.8
1,1,1,0,1,20,113.0,112.3,1,6,5,11.6,6,4,11.75
39,0,0,0,0,28,140.0,114.0,1,6,1,13.0,6,0,0.0
7,0,1,0,0,27,130.0,130.0,0,5,3,12.0,5,4,13.625
43,1,1,0,0,22,120.0,121.5,0,14,12,12.333333333333334,14,12,12.333333333333334
39,1,1,0,0,37,133.1,120.0,0,6,6,12.875,6,6,12.9
7,0,0,0,0,28,130.0,130.0,0,6,1,11.0,6,0,0.0
39,1,0,0,0,43,120.0,125.7,0,6,4,12.25,6,4,10.5
43,0,0,0,0,32,140.0,128.0,1,7,0,0.0,8,0,0.0
17,0,1,0,1,20,123.0,113.2,0,6,4,10.75,6,5,11.5
39,0,1,0,1,35,133.1,120.0,0,8,8,13.63,8,8,13.63
1,0,1,0,0,21,130.0,117.8,1,5,3,13.0,5,4,11.5
1,0,1,0,1,18,126.0,121.3,1,7,6,13.533333333333331,7,7,12.228571428571428
1,0,1,0,1,18,176.0,169.7,0,7,7,16.9,8,8,16.37777777777778
17,0,1,0,0,18,124.0,117.7,1,6,5,12.0,6,4,12.0
44,0,1,0,0,22,120.0,121.8,1,6,6,12.5,6,6,13.285714285714286
1,0,1,0,0,19,140.0,128.3,1,8,7,12.764285714285714,8,7,12.764285714285714
18,0,1,0,1,18,143.0,132.2,1,5,5,13.75,5,5,12.166666666666666
1,1,1,0,0,19,136.0,134.3,1,0,0,0.0,0,0,0.0
1,0,1,0,1,18,132.0,123.4,0,7,7,14.604285714285712,8,8,15.68333333333333
39,1,0,0,0,31,133.1,121.7,0,5,0,0.0,5,0,0.0
39,1,1,0,1,33,100.0,130.0,0,6,5,13.833333333333334,6,6,12.5
1,0,1,0,1,19,137.0,126.5,1,8,8,13.57625,8,8,13.57625
17,0,1,0,1,18,153.0,159.7,1,6,6,15.142857142857142,6,6,15.833333333333334
1,0,1,0,0,23,160.0,151.3,0,5,3,10.666666666666666,5,5,11.6
17,0,1,0,0,20,145.0,138.0,1,6,5,11.2,6,6,12.0
1,0,1,0,0,18,137.0,126.5,1,8,8,13.76375,8,8,13.76375
53,1,1,0,0,21,140.0,140.0,1,9,8,13.25,9,5,12.2
1,0,1,0,1,22,120.0,112.3,0,6,5,10.714285714285714,6,5,12.2
1,1,1,0,0,20,122.0,127.3,1,6,6,12.166666666666666,6,6,11.666666666666666
7,0,1,0,0,23,130.0,130.0,1,7,6,14.357142857142858,7,6,14.357142857142858
17,0,1,0,0,19,133.1,115.0,1,6,6,12.833333333333334,6,6,12.666666666666666
17,0,1,0,0,19,150.0,131.5,1,8,7,13.925714285714283,8,7,13.925714285714283
39,0,1,0,0,26,133.1,125.7,0,5,2,12.0,5,3,11.0
1,0,1,0,0,18,141.0,126.8,1,7,7,13.44285714285714,8,8,13.744444444444444
18,0,1,1,0,18,146.0,132.4,1,5,1,16.0,5,0,0.0
44,0,1,1,0,20,150.0,150.0,1,6,6,13.125,6,6,13.2
1,0,1,1,0,19,133.1,95.0,0,6,0,0.0,6,0,0.0
43,0,0,1,0,32,120.0,128.2,0,9,5,11.4,4,4,11.0
39,0,0,1,0,31,150.0,130.0,0,4,2,11.0,5,3,11.666666666666666
39,0,1,1,0,25,133.1,100.0,0,5,1,11.0,5,1,10.0
42,0,1,0,0,21,140.0,159.9,1,6,5,13.666666666666666,6,5,13.0
43,0,0,0,0,31,140.0,100.0,0,6,4,11.75,5,1,10.0
39,0,1,0,0,34,133.1,116.5,0,7,1,10.0,7,1,13.0
1,0,1,0,1,18,128.0,120.0,0,6,6,13.5,6,6,12.833333333333334
1,1,1,0,0,19,117.0,117.0,1,6,0,0.0,6,0,0.0
53,1,1,0,0,21,140.0,140.0,1,6,1,12.0,6,1,11.0
1,0,0,0,0,18,124.0,118.1,1,6,3,13.0,6,5,11.8
1,0,1,0,0,20,158.0,153.5,1,6,6,14.833333333333334,6,6,16.0
43,0,1,0,0,20,137.0,127.9,1,6,6,11.833333333333334,6,6,12.857142857142858
17,0,1,0,1,18,123.0,118.8,1,6,5,12.0,6,5,12.333333333333334
1,0,1,0,0,19,126.0,126.7,1,6,4,12.75,6,6,11.333333333333334
43,0,1,0,0,19,170.0,170.0,1,5,0,0.0,5,4,14.75
39,0,1,0,1,30,133.1,110.0,1,6,0,0.0,6,1,10.0
17,0,1,0,0,19,115.0,115.0,1,6,6,12.0,6,6,12.857142857142858
1,0,1,0,0,19,132.0,119.0,1,7,7,11.677777777777775,8,8,13.8
1,0,1,0,1,19,132.0,121.8,1,8,7,13.6,8,7,13.6
1,0,1,0,0,19,143.0,133.4,1,6,6,16.0,6,6,15.875
1,0,1,0,0,20,137.0,131.4,1,6,5,11.8,6,6,11.5
42,1,1,1,0,25,130.0,135.0,0,5,0,0.0,6,2,14.0
1,0,1,1,0,19,121.0,122.8,0,6,0,0.0,6,0,0.0
39,1,1,0,1,34,130.0,140.0,0,6,6,16.142857142857142,6,6,16.2
18,0,1,0,1,18,135.0,125.3,1,8,7,11.785714285714286,8,7,11.785714285714286
1,0,1,0,1,18,137.0,126.3,1,8,8,13.42375,8,8,13.42375
1,0,1,0,0,20,100.0,100.0,0,6,6,12.5,6,5,14.166666666666666
17,0,1,0,1,20,127.0,121.3,1,8,7,12.464285714285714,8,7,12.464285714285714
53,1,1,0,0,23,140.0,135.0,0,11,8,12.375,9,5,12.6
39,0,1,0,0,28,140.0,120.0,0,6,1,10.0,6,0,0.0
17,0,1,0,0,18,121.0,113.7,0,6,5,12.6,6,6,12.428571428571429
43,0,1,0,0,19,131.0,129.7,1,5,5,12.6,5,4,12.4
1,0,1,0,0,34,151.0,132.1,1,5,2,10.0,5,4,12.0
51,0,1,0,0,35,130.0,120.3,0,7,0,0.0,6,0,0.0
7,0,1,0,0,32,120.0,120.0,0,5,5,11.6,5,5,12.333333333333334
17,0,1,0,0,19,136.0,123.1,1,6,6,12.166666666666666,6,6,13.5
17,0,1,0,0,18,125.0,119.4,1,6,4,13.6,6,5,12.666666666666666
39,0,0,0,0,35,133.1,140.0,0,5,4,12.5,5,5,11.8
39,0,1,1,1,24,133.1,116.5,0,6,4,12.25,6,4,11.5
17,0,1,0,1,20,120.0,113.0,1,6,6,11.714285714285714,6,6,12.625
1,0,1,1,1,18,143.0,133.9,1,6,6,13.5,6,6,13.0
1,0,1,1,1,20,133.1,115.5,1,8,7,13.024285714285714,8,7,13.024285714285714
17,0,0,1,0,18,121.0,116.5,1,6,0,0.0,6,0,0.0
1,0,1,1,1,18,168.0,171.2,0,5,5,17.333333333333332,5,5,18.571428571428573
1,0,1,1,1,20,124.0,119.1,0,5,4,11.0,5,4,11.5
17,0,1,1,0,19,127.0,121.1,1,7,6,13.666666666666666,7,6,12.5
1,0,1,1,1,20,129.0,132.9,1,6,6,11.375,6,5,13.8
1,0,1,1,0,19,137.0,132.8,0,6,6,12.833333333333334,6,6,11.833333333333334
1,0,1,1,0,20,120.0,126.7,1,6,5,12.6,6,4,11.5
1,0,1,1,0,22,110.0,105.8,1,7,6,14.333333333333334,8,7,13.771428571428572
17,0,1,1,1,18,120.0,117.2,0,5,4,13.5,6,6,13.625
1,0,1,1,0,19,143.0,140.0,0,8,7,14.285714285714286,8,7,14.285714285714286
44,0,1,1,0,22,120.0,120.0,0,6,3,11.75,6,2,10.0
17,0,1,1,0,20,124.0,119.5,1,5,5,14.8,5,5,17.6
39,1,0,1,0,34,168.0,153.9,0,6,0,0.0,6,0,0.0
39,0,1,1,0,24,133.1,130.0,0,6,1,10.0,5,0,0.0
39,0,1,1,0,26,150.0,107.0,1,5,0,0.0,5,0,0.0
39,0,1,1,0,35,140.0,132.8,0,7,4,12.6,7,5,12.38
1,0,1,1,0,22,145.0,127.5,1,5,5,12.428571428571429,5,5,11.8
18,0,1,1,0,26,118.0,123.3,1,6,4,10.0,6,3,12.0
17,0,1,1,0,19,123.0,122.0,0,5,3,12.333333333333334,5,0,0.0
1,0,0,1,0,19,120.0,114.8,1,6,0,0.0,6,0,0.0
44,1,1,1,0,20,140.0,140.0,0,0,0,0.0,0,0,0.0
51,1,1,1,0,21,126.0,111.0,0,11,10,12.1,8,8,13.333333333333334
1,0,1,0,1,19,137.0,133.2,1,6,6,14.714285714285714,6,6,15.0
1,0,1,0,0,18,130.0,123.0,1,6,6,12.666666666666666,6,6,12.833333333333334
53,0,1,0,1,23,150.0,150.0,0,12,12,14.384615384615383,10,10,13.3
17,0,1,0,1,18,147.0,132.3,1,5,5,13.4,5,5,12.2
18,0,1,0,0,18,140.0,126.0,1,8,7,13.314285714285717,8,7,13.314285714285717
1,0,1,0,0,19,132.0,119.3,1,8,7,11.98857142857143,8,7,11.98857142857143
53,0,1,0,0,21,130.0,133.8,1,11,11,11.545454545454543,9,8,12.88888888888889
1,0,1,0,1,18,130.0,126.5,1,6,6,16.46153846153846,6,6,13.875
1,0,1,0,1,24,151.0,138.4,1,6,6,13.666666666666666,6,6,12.833333333333334
1,0,1,0,0,18,144.0,129.0,1,7,7,12.65,8,8,13.411111111111111
1,0,1,0,0,18,127.0,118.3,1,6,6,12.333333333333334,6,3,12.0
17,0,1,0,0,20,131.0,129.8,1,7,6,14.37,8,7,14.65
17,0,1,0,0,19,123.0,113.6,1,5,3,12.0,5,4,11.75
1,0,0,0,1,18,130.0,128.3,1,6,3,12.0,6,3,10.666666666666666
43,0,1,0,1,19,130.0,130.0,0,6,4,12.0,6,3,11.0
17,0,1,0,0,19,131.0,121.9,1,6,5,12.6,6,5,11.2
1,1,1,0,0,18,135.0,129.4,0,6,6,12.166666666666666,6,6,12.333333333333334
1,0,1,0,0,20,123.0,115.3,1,7,6,13.5,7,6,14.0
1,0,1,0,1,18,145.0,125.5,1,8,8,13.76375,8,8,13.76375
17,0,1,0,1,19,118.0,117.8,1,7,6,12.4,7,6,12.8
17,0,1,0,0,18,125.0,118.7,1,5,4,10.666666666666666,5,2,12.0
1,0,1,0,0,18,152.0,139.0,1,7,6,14.333333333333334,7,6,14.333333333333334
1,0,1,0,0,21,101.0,98.9,1,6,4,12.5,6,2,12.666666666666666
17,1,0,0,0,19,137.0,137.7,1,6,1,10.0,6,0,0.0
1,0,1,0,0,21,123.0,113.6,1,7,7,14.69625,8,8,14.622222222222224
1,0,1,0,0,18,120.0,113.4,0,6,4,11.5,6,3,13.75
17,0,1,0,1,18,131.0,128.5,0,7,7,12.855555555555556,8,8,13.9125
1,0,1,0,0,18,141.0,142.8,0,7,7,13.7,8,8,13.994444444444444
1,0,0,0,0,23,144.0,137.7,0,5,0,0.0,5,1,12.0
1,0,1,0,0,20,107.0,103.5,1,6,3,11.2,6,4,12.0
1,0,1,0,0,18,133.0,123.2,0,7,7,13.285714285714286,8,8,13.333333333333334
17,0,1,0,0,19,126.0,126.0,1,6,5,13.0,6,5,10.4
39,0,1,0,1,27,133.1,121.7,0,7,6,12.6,7,6,11.685714285714283
17,1,0,0,1,19,147.0,142.8,1,5,5,12.8,5,4,12.0
43,0,1,0,0,21,120.0,120.0,1,6,5,11.5,6,5,11.0
18,0,1,0,1,19,130.0,119.3,1,8,7,11.4,8,7,11.4
44,0,1,0,1,21,120.0,121.0,0,6,6,12.333333333333334,6,6,11.333333333333334
1,0,1,0,0,18,138.0,139.4,1,6,5,12.8,6,4,12.2
17,0,1,0,1,20,124.0,113.9,1,5,5,12.0,5,4,15.0
1,0,1,0,1,18,133.0,124.6,1,6,5,13.0,6,5,13.5
17,1,0,0,1,18,122.0,123.8,1,6,6,11.833333333333334,6,6,11.0
1,0,1,0,0,18,138.0,126.3,1,6,6,14.0,6,6,13.333333333333334
17,0,1,0,1,18,134.0,120.4,1,6,6,12.333333333333334,6,6,13.5
1,0,1,0,1,19,128.0,120.5,1,7,5,13.04,7,7,12.5
53,1,0,0,0,23,140.0,144.9,1,11,11,13.166666666666666,9,8,13.333333333333334
39,0,1,0,1,24,133.1,139.9,1,6,6,12.5,6,6,12.833333333333334
1,0,1,0,0,19,142.0,133.3,1,0,0,0.0,0,0,0.0
1,0,1,0,0,18,141.0,126.0,1,8,7,15.657142857142857,8,7,15.657142857142857
1,0,1,0,0,19,145.0,133.5,0,6,6,12.166666666666666,6,6,11.333333333333334
17,0,1,0,0,19,145.0,127.9,1,6,0,0.0,6,0,0.0
1,0,1,0,1,20,108.0,105.9,0,6,5,10.6,6,5,11.166666666666666
1,0,1,0,0,20,132.0,124.3,0,6,6,13.428571428571429,6,5,12.666666666666666
39,0,1,0,0,26,140.0,102.5,0,6,4,11.75,6,0,0.0
39,1,0,1,0,36,133.1,97.0,0,5,0,0.0,5,0,0.0
17,0,0,1,0,19,128.0,134.7,0,0,0,0.0,0,0,0.0
42,0,0,1,0,27,120.0,113.8,0,5,0,0.0,5,0,0.0
1,0,1,1,0,18,120.0,116.9,0,5,1,13.0,5,0,0.0
1,0,1,1,1,18,139.0,124.0,1,8,7,13.331428571428573,8,7,13.331428571428573
39,0,1,1,0,28,139.3,117.5,0,6,0,0.0,6,0,0.0
44,0,1,1,0,21,150.0,154.8,1,0,0,0.0,0,0,0.0
1,0,1,1,0,19,138.0,141.0,0,7,6,13.7,7,6,13.7
39,1,0,1,0,26,133.1,120.0,0,5,0,0.0,5,0,0.0
51,0,1,1,0,20,136.0,133.6,1,9,9,13.454545454545457,7,6,13.875
1,0,1,1,0,19,134.0,122.0,1,8,7,12.2,8,7,12.2
1,0,1,1,0,21,140.0,120.0,1,5,3,10.0,5,4,11.0
53,0,1,1,1,23,110.0,114.2,0,6,5,13.0,6,6,12.857142857142858
39,0,1,1,0,29,133.1,95.5,0,6,6,12.0,6,6,14.0
1,0,1,1,0,20,129.0,120.0,0,8,7,15.028571428571428,8,7,15.028571428571428
1,0,1,1,0,18,116.0,111.1,0,6,6,12.0,6,6,11.714285714285714
1,0,1,1,0,19,130.0,128.6,1,6,5,12.0,6,5,12.4
7,0,0,1,0,23,130.0,130.0,0,7,3,13.666666666666666,8,3,11.333333333333334
1,0,1,1,0,21,116.0,111.1,0,0,0,0.0,0,0,0.0
17,0,1,1,0,18,136.0,122.7,1,5,5,12.0,5,4,12.5
1,0,1,1,1,18,147.0,134.4,1,0,0,0.0,0,0,0.0
1,1,0,1,0,21,117.0,131.0,1,6,1,14.0,6,0,0.0
51,0,1,1,0,22,141.0,125.0,0,6,0,0.0,6,0,0.0
18,0,1,1,0,21,133.1,106.0,1,7,7,12.375,7,5,12.583333333333334
39,0,0,1,0,32,133.1,128.0,1,7,0,0.0,8,0,0.0
7,0,1,1,0,27,120.0,120.0,1,18,18,11.421052631578949,13,13,11.076923076923077
1,0,1,1,0,18,148.0,134.8,1,7,6,13.35,7,6,13.35
39,0,1,1,1,24,130.0,112.0,1,6,6,15.0,6,2,16.0
1,0,1,1,0,22,120.0,116.1,1,5,2,10.5,5,0,0.0
43,0,0,1,0,22,120.0,120.0,1,6,0,0.0,4,0,0.0
1,0,1,1,0,19,133.0,119.7,1,5,5,13.25,5,5,11.833333333333334
17,0,1,1,0,19,129.0,117.1,1,5,0,0.0,5,0,0.0
1,0,1,1,0,21,118.0,112.4,1,5,4,11.5,5,3,10.6
1,0,1,0,1,18,140.0,131.0,1,8,8,13.88125,8,8,13.88125
1,0,1,0,0,18,127.0,130.9,1,6,6,11.333333333333334,6,5,12.6
1,1,1,0,0,20,131.0,134.9,1,0,0,0.0,0,0,0.0
17,0,1,0,0,19,132.0,127.1,1,6,6,12.857142857142858,6,6,13.666666666666666
17,1,1,0,0,19,113.0,110.2,1,6,5,11.6,6,6,12.5
17,0,1,0,1,18,115.0,108.7,1,6,5,11.4,6,6,11.333333333333334
1,0,1,0,0,20,133.1,138.0,1,6,6,13.333333333333334,6,6,13.0
44,1,1,0,1,22,150.0,147.7,0,7,7,13.571428571428571,9,9,13.77777777777778
39,0,1,0,0,31,133.1,123.0,0,7,6,11.833333333333334,7,7,12.228571428571428
17,0,1,0,1,19,141.0,142.8,0,7,7,14.428571428571429,7,7,14.142857142857142
1,0,1,0,0,18,140.0,138.3,1,0,0,0.0,0,0,0.0
1,0,1,0,1,18,136.0,125.2,1,6,6,12.285714285714286,6,5,12.4
1,0,1,0,0,21,140.0,141.8,0,5,5,14.4,5,5,13.8
17,0,1,0,1,18,143.0,130.6,1,7,7,13.15,8,8,15.06875
44,1,0,1,0,25,130.0,130.0,0,5,0,0.0,5,0,0.0
15,1,1,1,0,21,133.1,100.0,0,5,0,0.0,6,0,0.0
18,0,1,0,1,19,129.0,119.0,1,8,7,12.342857142857143,8,7,12.342857142857143
1,0,1,0,0,19,132.0,124.3,1,6,5,12.2,6,5,10.8
17,0,1,0,0,22,118.0,122.2,1,6,4,10.5,6,1,11.0
15,0,1,1,0,19,150.0,150.0,0,5,5,10.6,5,5,11.6
39,0,1,0,0,58,133.1,135.5,0,6,0,0.0,6,0,0.0
16,0,1,0,1,19,122.0,127.3,1,6,4,11.25,6,6,12.0
43,0,1,1,0,23,127.0,127.0,1,9,6,10.5,10,10,11.7
1,0,1,0,1,19,122.0,126.9,1,6,4,11.0,6,3,11.666666666666666
18,0,1,0,0,18,131.0,127.5,1,7,7,13.457142857142856,8,8,14.5125
1,0,1,0,0,20,130.0,122.0,0,5,5,12.6,5,4,12.333333333333334
17,0,0,0,0,18,130.0,115.8,0,6,0,0.0,6,0,0.0
17,0,1,0,0,18,130.0,121.6,0,6,6,13.666666666666666,6,5,13.6
17,1,1,0,1,18,122.0,116.4,1,5,5,11.6,5,5,11.8
39,0,1,0,0,24,114.0,120.0,0,6,6,12.571428571428571,6,5,12.833333333333334
17,0,1,0,0,18,143.0,127.3,1,6,5,11.8,6,5,11.4
1,0,1,0,1,19,127.0,123.5,1,5,5,11.6,5,3,12.666666666666666
17,0,1,0,1,19,141.0,125.6,1,6,6,11.333333333333334,6,6,11.833333333333334
1,0,1,0,0,18,129.0,118.5,1,6,6,10.666666666666666,6,6,11.5
1,0,1,0,0,18,140.0,129.5,1,5,4,13.5,5,5,13.4
1,0,1,0,1,19,137.0,134.6,1,0,0,0.0,0,0,0.0
44,0,1,0,0,22,140.0,140.0,0,6,6,13.333333333333334,6,4,11.5
1,0,1,0,0,19,143.0,133.2,1,6,5,13.4,6,2,13.5
17,0,1,0,1,21,138.0,133.5,1,6,3,10.2,6,4,12.25
17,0,1,0,1,21,120.0,117.9,1,6,5,13.0,6,6,12.833333333333334
1,0,1,0,1,18,144.0,128.0,1,8,7,12.90857142857143,8,7,12.90857142857143
1,0,1,0,0,20,123.0,113.2,1,6,4,12.0,6,1,10.0
1,0,1,0,1,18,129.0,122.0,1,6,6,10.833333333333334,6,5,11.0
16,0,1,0,0,19,152.0,156.9,1,6,6,15.333333333333334,6,6,15.833333333333334
1,0,1,0,1,18,130.0,125.1,1,7,6,12.816666666666668,8,6,12.875
15,1,0,1,0,26,133.1,100.0,0,7,6,13.0,6,2,14.0
15,1,1,0,0,19,160.0,160.0,0,6,2,13.5,5,2,11.0
39,0,1,0,0,35,140.0,101.0,0,6,6,12.5,6,6,12.166666666666666
18,0,1,0,1,19,133.0,121.5,1,6,6,13.0,6,6,14.333333333333334
1,0,1,1,0,18,138.0,126.8,1,5,4,11.75,5,5,12.571428571428571
1,0,1,1,0,19,142.0,132.9,0,5,4,12.5,5,4,14.25
1,0,1,1,0,25,115.0,134.3,1,17,17,11.61111111111111,17,17,12.055555555555555
17,0,1,1,0,18,125.0,120.5,1,6,6,14.0,6,6,14.666666666666666
17,1,0,1,0,26,170.0,144.1,1,6,0,0.0,6,0,0.0
43,0,1,1,0,34,140.0,100.0,0,5,5,13.8,5,5,13.833333333333334
1,0,0,1,0,18,110.0,114.8,1,5,0,0.0,5,0,0.0
1,0,0,1,0,18,114.0,111.9,0,0,0,0.0,0,0,0.0
17,0,1,1,1,18,138.0,125.4,1,5,4,12.25,5,3,12.333333333333334
44,0,1,1,0,20,140.0,140.0,0,6,3,11.5,6,3,13.666666666666666
44,0,1,1,0,25,140.0,140.0,0,7,6,12.571428571428571,9,9,12.555555555555555
17,0,1,1,0,18,132.0,127.8,0,6,6,12.0,6,5,12.166666666666666
1,0,1,1,0,19,148.0,131.6,1,12,11,12.0,12,12,12.307692307692308
1,0,1,1,0,20,132.0,119.4,1,0,0,0.0,0,0,0.0
18,0,1,1,1,20,126.0,129.9,1,7,6,12.0,6,6,11.166666666666666
1,0,1,1,0,20,121.0,114.0,0,5,4,11.6,5,4,12.25
1,0,1,1,1,19,120.0,113.4,1,5,0,0.0,5,0,0.0
1,0,1,1,0,20,123.0,117.8,0,5,5,12.0,5,4,13.0
1,0,1,1,0,18,122.0,114.3,1,7,6,13.976666666666668,8,6,12.041666666666666
1,0,1,1,0,19,136.0,129.7,1,6,4,12.5,6,1,10.0
18,0,0,1,0,20,119.0,112.0,1,5,0,0.0,5,0,0.0
39,0,1,1,0,24,120.0,140.0,0,6,4,10.5,6,4,12.5
44,0,1,1,0,20,150.0,150.0,1,6,5,12.857142857142858,6,6,12.3
1,0,1,1,0,19,121.0,122.4,1,5,3,11.666666666666666,5,4,12.0
51,0,1,1,0,23,140.0,150.0,0,5,2,13.0,5,1,10.0
17,0,1,1,0,20,135.0,135.0,1,6,6,11.833333333333334,6,5,10.4
43,0,1,1,0,21,116.0,116.2,0,11,11,12.454545454545457,11,8,12.75
17,0,1,1,0,20,120.0,120.4,1,5,3,11.0,5,0,0.0
17,0,1,1,0,21,126.0,122.9,1,5,4,13.2,5,4,14.25
1,0,1,1,1,18,170.0,155.0,0,6,6,15.5,6,6,14.166666666666666
1,0,1,1,0,18,123.0,123.4,1,6,6,12.333333333333334,6,6,13.666666666666666
17,0,1,1,0,18,120.0,124.2,1,5,5,12.0,5,4,11.4
44,0,1,1,0,20,130.0,130.0,1,6,4,11.6,6,5,11.5
17,0,1,1,1,18,130.0,126.2,0,6,6,11.333333333333334,6,6,12.285714285714286
17,0,1,1,0,19,117.0,120.5,1,6,0,0.0,6,0,0.0
17,0,1,1,0,20,131.0,123.7,1,5,4,12.0,5,2,12.5
17,0,1,1,0,19,130.0,122.5,0,5,4,12.0,5,5,12.6
39,1,1,1,0,33,133.0,139.2,1,5,2,12.5,5,2,11.5
51,0,1,1,0,21,128.0,131.2,1,12,12,13.666666666666666,11,11,13.0
39,1,0,1,0,25,133.1,120.0,0,6,2,14.5,6,0,0.0
1,0,1,1,1,20,123.0,116.7,1,6,4,13.2,6,0,0.0
53,0,1,1,1,22,150.0,150.0,1,7,5,12.166666666666666,8,5,14.8
39,0,1,0,0,39,133.1,117.5,0,6,4,11.25,6,6,11.333333333333334
1,0,1,1,1,21,140.0,137.6,1,6,6,15.166666666666666,6,6,14.428571428571429
17,0,1,0,1,19,126.0,124.3,0,6,6,11.166666666666666,6,4,13.4
39,0,1,0,1,26,133.1,116.0,0,7,6,10.983333333333334,7,6,10.983333333333334
18,0,1,0,1,19,121.0,121.4,1,6,4,10.75,6,5,11.5
53,0,0,0,1,20,140.0,142.8,1,12,11,13.384615384615383,9,7,14.285714285714286
17,0,1,0,1,25,133.1,96.0,1,6,6,11.285714285714286,6,5,12.2
43,0,1,1,0,24,131.0,125.0,0,6,0,0.0,6,0,0.0
17,0,1,1,0,20,124.0,126.1,1,5,4,13.0,5,5,14.833333333333334
39,0,1,1,0,29,120.0,155.8,0,6,6,16.11111111111111,6,6,13.5
1,0,1,1,0,20,133.1,116.0,0,6,6,11.5,6,6,11.0
44,0,1,1,0,20,110.0,110.0,1,6,4,10.75,6,2,10.5
39,0,1,1,1,24,133.1,97.2,1,6,4,11.6,6,5,13.0
39,1,1,1,0,24,133.1,100.0,0,7,0,0.0,7,0,0.0
7,0,1,1,0,23,140.0,140.0,0,5,5,13.8,5,5,14.142857142857142
43,0,1,1,0,20,130.0,128.0,1,7,7,13.585714285714284,8,8,14.6875
17,0,1,1,0,19,110.0,115.3,1,6,6,13.857142857142858,6,5,13.0
39,0,1,1,0,28,140.0,150.0,0,6,5,12.0,6,6,12.333333333333334
44,0,1,1,1,20,160.0,160.0,1,6,6,13.444444444444445,6,5,12.6
1,0,1,1,0,18,138.0,133.1,0,6,6,14.0,6,6,13.857142857142858
1,1,1,1,0,20,126.0,119.0,1,6,1,12.0,6,0,0.0
39,0,1,1,0,33,120.0,156.0,1,5,5,14.2,5,5,13.833333333333334
39,0,1,0,0,35,130.0,163.7,0,7,5,13.34,7,5,10.84
39,0,1,0,0,27,130.0,130.0,0,8,7,12.457142857142856,8,7,12.457142857142856
17,0,0,0,0,19,122.0,123.1,1,6,3,11.0,6,3,12.0
39,0,1,0,1,31,160.0,160.0,0,5,4,10.5,5,4,10.5
1,0,1,1,0,19,134.0,136.1,1,0,0,0.0,0,0,0.0
43,0,1,1,0,22,134.0,132.7,1,13,13,14.0,12,12,13.0
43,0,1,0,0,39,140.0,128.2,0,7,0,0.0,8,0,0.0
17,0,0,1,0,22,127.0,126.7,1,1,0,0.0,6,0,0.0
